ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
90687,20000,20000,13.11%,60 months,17.76%,MORTGAGE,4853.33,12,1207,0,8 years
92975,11575,11575,13.11%,60 months,18.37%,MORTGAGE,3750,12,18790,1,10+ years
75518,14500,14500,14.33%,36 months,17.97%,RENT,3500,7,10846,0,6 years
48980,5000,5000,7.90%,36 months,27.06%,MORTGAGE,3333.33,16,11746,0,8 years
48342,12000,12000,15.31%,36 months,18.24%,MORTGAGE,3333.33,12,6209,1,7 years
101891,21000,6165.31,11.09%,36 months,21.28%,OWN,18333.33,31,270800,5,2 years
89677,10000,10000,15.31%,36 months,26.03%,MORTGAGE,5416.67,12,7161,3,n/a
46841,24000,24000,7.90%,36 months,20.87%,MORTGAGE,10166.67,15,29523,1,2 years
46337,20000,20000,18.25%,60 months,12.90%,OWN,6666.67,17,8039,1,6 years
19091,12000,11975,10.74%,60 months,17.63%,RENT,3500,11,18808,0,5 years
4921,2800,2800,7.40%,36 months,7.96%,MORTGAGE,4158,12,562,0,8 years
103140,14400,14400,14.26%,36 months,24.41%,MORTGAGE,5833.33,9,25515,5,8 years
43936,16500,16500,11.71%,36 months,11.05%,MORTGAGE,7250,8,17247,2,10+ years
77444,9500,9500,8.90%,36 months,27.72%,OWN,5000,4,18393,1,6 years
70210,11200,11200,15.80%,36 months,12.15%,RENT,2666.67,9,5666,1,10+ years
17832,9200,9200,12.61%,36 months,15.42%,MORTGAGE,12833.33,12,17391,0,2 years
51525,4950,4950,13.67%,36 months,14.11%,MORTGAGE,4166.67,15,8379,0,5 years
69651,21000,21000,24.70%,60 months,25.87%,RENT,9166.67,25,17811,1,5 years
103224,5000,5000,14.61%,36 months,6.36%,RENT,3083.33,8,4680,4,5 years
49409,20000,19975,16.29%,60 months,24.05%,MORTGAGE,7416.67,11,14944,1,3 years
5299,19000,18975,11.14%,36 months,19.83%,RENT,4548.83,12,33809,1,5 years
62644,12000,12000,17.77%,36 months,24.48%,OWN,3333.33,12,16984,0,10+ years
58987,20950,20950,13.67%,60 months,8.90%,RENT,6666.67,7,5680,1,1 year
22790,21000,21000,11.11%,36 months,16.53%,MORTGAGE,18750,13,120538,0,10+ years
15949,4000,4000,12.23%,60 months,2.63%,MORTGAGE,9417,5,13865,0,5 years
14193,12800,12800,11.49%,60 months,6.72%,MORTGAGE,4166.67,7,11992,1,1 year
50398,20000,19975,15.81%,36 months,21.42%,RENT,5000,12,24352,1,< 1 year
95096,7925,7925,16.29%,36 months,21.25%,RENT,2000,6,7840,0,6 years
98758,15000,15000,10.16%,36 months,28.28%,MORTGAGE,6666.67,15,14880,0,10+ years
28976,15000,15000,15.99%,36 months,7.68%,RENT,4583,10,15821,0,2 years
32684,5600,5600,13.49%,36 months,18.33%,RENT,2870.33,6,5033,2,5 years
23735,30000,29950,16.77%,60 months,19.23%,MORTGAGE,9250,15,45880,1,8 years
72931,10000,10000,11.14%,36 months,25.80%,RENT,2833.33,8,6521,0,7 years
40381,5800,5800,6.03%,36 months,6.98%,RENT,5208.33,7,4965,0,4 years
61873,11575,11575,7.90%,36 months,17.47%,MORTGAGE,2833.33,8,5654,0,10+ years
86532,7000,7000,7.90%,36 months,1.41%,RENT,12500,4,5093,0,7 years
45115,1700,1700,13.99%,36 months,20.67%,OWN,1200,10,7382,0,4 years
41626,8400,8350,6.03%,36 months,15.34%,MORTGAGE,3200,6,10576,0,n/a
81759,14000,14000,12.12%,36 months,11.38%,MORTGAGE,4500,22,18583,0,5 years
83704,12000,12000,11.14%,36 months,7.85%,RENT,6666.67,11,4428,2,9 years
100221,30000,29950,19.72%,60 months,21.92%,RENT,10416.67,11,61661,1,7 years
26354,11200,11200,7.91%,36 months,13.07%,MORTGAGE,8500,9,5439,1,3 years
78288,10000,10000,12.12%,36 months,19.62%,RENT,3640,11,13124,0,10+ years
76503,17475,17475,19.05%,60 months,22.95%,MORTGAGE,4583.33,13,15852,3,10+ years
57551,16500,16500,7.90%,36 months,27.23%,RENT,4583.33,11,8176,1,1 year
53112,7500,7500,13.67%,36 months,15.97%,RENT,4833.33,8,3908,2,5 years
6717,8000,7875,11.48%,36 months,15.10%,OWN,3833.33,4,13415,0,6 years
4545,6000,6000,12.53%,36 months,23.07%,RENT,2916.67,11,3334,0,2 years
31343,9800,9775,5.99%,36 months,14.44%,MORTGAGE,6666.67,5,11466,0,3 years
59083,12000,12000,14.65%,36 months,11.39%,RENT,8333.33,14,19696,2,6 years
13413,25000,15600,17.93%,60 months,19.94%,RENT,5416.67,13,24810,0,10+ years
17217,19000,18898.03,16.32%,60 months,22.41%,RENT,4333.33,5,23016,1,2 years
2834,7200,4167.97,14.11%,36 months,13.62%,OWN,3583,3,1621,1,1 year
74496,3000,2950,8.90%,36 months,16.80%,MORTGAGE,4166.67,4,8082,0,3 years
62353,9000,8975,8.90%,36 months,7.33%,RENT,12500,4,12964,0,5 years
61831,8000,7975,6.03%,36 months,18.38%,MORTGAGE,4250,10,4455,0,6 years
84265,20000,20000,22.95%,60 months,7.10%,RENT,6750,6,16104,1,7 years
54017,7000,7000,13.11%,36 months,22.36%,MORTGAGE,5833.33,7,28985,1,5 years
40866,14000,14000,10.65%,36 months,24.53%,RENT,3200,7,21214,1,5 years
51833,4200,4200,8.90%,36 months,10.43%,MORTGAGE,2254,7,4490,0,n/a
62824,10375,10375,14.33%,36 months,26.42%,RENT,2479.17,6,13411,0,5 years
48624,13100,13100,18.55%,36 months,23.24%,RENT,7968.75,19,19607,1,10+ years
28315,2000,2000,16.89%,36 months,3.31%,RENT,2750,3,3247,2,2 years
50956,10500,10500,18.25%,36 months,11.52%,MORTGAGE,8750,15,9984,3,8 years
39482,5000,5000,12.42%,36 months,23.84%,RENT,2500,8,7980,2,2 years
51829,8000,8000,7.90%,36 months,21.58%,RENT,5166.67,5,0,0,1 year
80359,30000,30000,12.12%,60 months,10.97%,MORTGAGE,5833.33,8,10787,0,10+ years
90912,14400,14400,18.49%,36 months,33.23%,RENT,5166.67,14,11089,2,4 years
20709,5650,5650,7.66%,36 months,16.49%,MORTGAGE,5100,6,9863,0,1 year
19859,6500,6500,11.11%,36 months,13.98%,MORTGAGE,2253,11,7558,1,2 years
8424,20000,19796.41,11.36%,36 months,8.34%,MORTGAGE,15416.67,10,46501,0,10+ years
94981,4000,4000,14.33%,36 months,2.95%,MORTGAGE,2916.67,2,2476,0,10+ years
57080,12000,12000,12.12%,36 months,18.62%,RENT,5833.33,16,18838,0,10+ years
56778,18225,18225,16.29%,60 months,22.61%,RENT,3166.67,7,12233,2,4 years
10006,16800,10075,10.99%,60 months,13.42%,MORTGAGE,5416.67,10,7258,3,3 years
92016,10500,10500,14.33%,36 months,19.55%,MORTGAGE,5666.67,7,11301,0,10+ years
17731,4000,3975,14.83%,36 months,22.09%,RENT,5600,8,7900,1,5 years
7967,7000,7000,7.14%,36 months,5.44%,MORTGAGE,3807.64,7,7196,0,5 years
59388,5000,5000,11.14%,36 months,18.30%,RENT,4665.83,21,4677,0,4 years
41741,10000,10000,11.71%,36 months,21.18%,OWN,3333.33,8,7579,0,1 year
57199,6500,6500,12.12%,36 months,24.97%,OWN,3500,7,6948,0,1 year
39115,6000,5975,8.90%,36 months,17.48%,RENT,6996.17,12,6252,0,10+ years
32517,5600,5600,6.62%,36 months,7.23%,MORTGAGE,5833.33,8,8125,1,2 years
78960,11000,11000,12.12%,36 months,5.83%,MORTGAGE,4583.33,11,12361,0,10+ years
61720,10000,10000,12.12%,36 months,23.06%,RENT,3083.33,14,13638,0,3 years
91073,18000,18000,10.16%,36 months,26.08%,MORTGAGE,5925,14,23378,0,10+ years
84215,30000,30000,21.49%,36 months,16.70%,MORTGAGE,12500,14,19096,2,9 years
10825,8800,8799.04,10.38%,60 months,21.59%,RENT,3750,11,18694,1,2 years
48519,6400,6400,13.11%,36 months,11.46%,MORTGAGE,4666.67,7,8942,1,10+ years
80302,16800,16800,7.90%,60 months,3.34%,MORTGAGE,10666.67,7,4757,0,10+ years
62778,4800,4775,7.90%,36 months,13.74%,RENT,6333.33,6,1782,0,1 year
17370,12000,10928.83,5.79%,36 months,2.25%,MORTGAGE,8000,12,5193,0,2 years
93723,10000,10000,14.33%,36 months,12.69%,MORTGAGE,7916.67,11,8271,3,6 years
35299,6000,6000,11.71%,36 months,21.45%,RENT,3100,18,10426,0,2 years
23377,30000,17982.94,17.88%,60 months,24.36%,RENT,5632.33,10,24217,0,5 years
65600,5000,5000,14.33%,36 months,28.51%,RENT,2750,14,5957,2,3 years
54229,6000,6000,12.12%,36 months,16.39%,RENT,1312.08,7,12475,0,1 year
18161,8000,8000,14.09%,36 months,7.68%,RENT,25000,6,28579,1,8 years
103874,10000,10000,13.98%,60 months,14.86%,RENT,3916.67,9,5188,4,4 years
26033,1600,1600,13.49%,36 months,12.10%,RENT,3200,5,1214,0,6 years
86953,10000,10000,14.09%,36 months,9.71%,RENT,4583.33,6,3859,0,< 1 year
29365,12000,12000,13.99%,60 months,12.98%,RENT,4166.67,8,2316,1,3 years
55177,8000,8000,13.67%,36 months,23.50%,RENT,2791.67,5,27151,0,< 1 year
34627,4000,4000,12.69%,36 months,2.50%,RENT,1600,3,1295,3,< 1 year
62057,24375,24375,13.11%,36 months,10.86%,OWN,10416.67,11,19981,0,6 years
62127,10000,10000,12.12%,36 months,17.72%,RENT,9000,18,20317,0,7 years
98980,7000,7000,16.29%,36 months,24.93%,MORTGAGE,3833.33,20,18792,3,3 years
82476,10000,10000,14.09%,36 months,10.59%,RENT,2916.67,9,10390,3,< 1 year
35460,10000,10000,11.71%,36 months,5.85%,RENT,4333.33,8,7072,0,10+ years
82419,12000,12000,14.33%,36 months,28.20%,MORTGAGE,3333.33,11,10727,0,10+ years
103801,4000,4000,16.82%,60 months,15.82%,MORTGAGE,4721,18,11319,7,10+ years
76286,17000,17000,13.11%,36 months,15.33%,MORTGAGE,10666.67,18,26539,1,10+ years
27575,15000,15000,6.99%,36 months,6.64%,MORTGAGE,9083.33,12,1410,0,10+ years
36061,4800,4800,12.42%,36 months,5.31%,RENT,3500,8,5093,0,5 years
78139,35000,35000,21.98%,60 months,14.68%,RENT,9166.67,12,37424,0,3 years
62270,10000,10000,13.11%,36 months,19.38%,MORTGAGE,4958.33,9,24598,1,2 years
58433,3500,3500,7.62%,36 months,1.83%,MORTGAGE,7500,4,6944,0,9 years
2823,25000,3925,16.63%,36 months,18.46%,RENT,8000,11,39502,0,10+ years
71249,.,12000,10.16%,36 months,27.48%,MORTGAGE,5000,12,10490,0,7 years
19598,9600,9600,14.17%,36 months,18.61%,OWN,5416.67,21,16278,1,8 years
84738,7750,7750,6.03%,36 months,22.01%,RENT,4766.67,14,4667,3,6 years
89012,5000,5000,15.80%,36 months,25.53%,RENT,6612,6,14283,0,10+ years
78680,8000,8000,15.31%,36 months,18.62%,OWN,3083.33,14,1669,2,4 years
35991,35000,34977.35,21.67%,60 months,14.25%,RENT,20833.33,12,79792,0,6 years
79948,6625,6625,17.77%,36 months,11.68%,RENT,10268.25,9,3563,0,2 years
86599,25000,25000,14.33%,36 months,14.92%,MORTGAGE,10000,16,46708,0,10+ years
49782,15000,15000,13.99%,36 months,12.60%,MORTGAGE,3500,7,13036,1,10+ years
5906,12800,12787.71,8.94%,36 months,0.18%,MORTGAGE,2833.33,7,306,0,4 years
50339,7000,6950,6.03%,36 months,8.29%,OWN,2750,8,10860,0,4 years
3079,20800,13796.59,12.21%,36 months,16.94%,MORTGAGE,5833.33,11,14337,0,10+ years
65957,7275,7275,7.90%,36 months,25.41%,RENT,7000,13,8532,0,4 years
96928,4000,4000,11.14%,36 months,12.20%,MORTGAGE,6666.67,7,7153,0,5 years
30378,6000,6000,17.49%,36 months,1.58%,RENT,4416.67,3,2426,2,8 years
32310,25200,24999.92,20.30%,60 months,14.90%,MORTGAGE,7166.67,11,28481,0,4 years
2947,6000,5546.81,11.89%,36 months,19.38%,RENT,7250,6,42987,1,10+ years
38576,6000,6000,12.42%,36 months,16.66%,RENT,3500,8,.,0,5 years
62996,19000,19000,19.72%,60 months,19.85%,RENT,4500,13,11388,1,3 years
47705,8000,7925,6.62%,36 months,21.95%,MORTGAGE,3666.67,11,17907,1,10+ years
100662,9450,9450,12.12%,36 months,11.74%,MORTGAGE,4666.67,13,17639,2,10+ years
93296,12000,12000,10.16%,36 months,8.05%,MORTGAGE,6250,9,11626,0,< 1 year
82729,12000,12000,10.16%,36 months,11.93%,RENT,8054.5,13,14986,0,10+ years
92773,8000,8000,13.11%,36 months,19.01%,RENT,2625,8,7554,1,5 years
41195,6575,6575,8.90%,36 months,4.39%,MORTGAGE,7500,5,6670,0,8 years
97449,35000,35000,22.47%,60 months,18.95%,OWN,9583.33,9,14184,1,n/a
66424,9050,9050,13.11%,36 months,20.58%,MORTGAGE,5166.67,.,7571,1,7 years
27919,1800,1800,11.49%,36 months,16.64%,MORTGAGE,4250,11,26267,0,10+ years
51025,32400,NA,12.12%,60 months,1.28%,MORTGAGE,8750,4,7,0,5 years
46016,28000,27950,22.78%,60 months,10.29%,MORTGAGE,6125,11,18101,2,5 years
54076,5400,5400,13.67%,36 months,15.42%,RENT,1666.67,6,2533,0,4 years
14952,7200,7100,10.38%,60 months,17.97%,RENT,3000,7,2753,1,2 years
93742,10000,10000,14.09%,36 months,5.82%,RENT,8750,14,11394,0,3 years
70648,8000,8000,14.09%,36 months,19.60%,MORTGAGE,5292,13,8903,1,n/a
35351,4000,4000,12.69%,36 months,1.34%,RENT,9583.33,8,5304,1,2 years
16577,8000,7950,5.79%,36 months,19.65%,OWN,5833.33,8,0,0,3 years
14887,24000,23568.65,7.88%,36 months,14.41%,MORTGAGE,11666.67,10,33122,0,4 years
66550,6000,6000,15.31%,36 months,15.68%,MORTGAGE,7500,10,5263,1,3 years
12277,10000,9725,7.51%,36 months,18.72%,MORTGAGE,4300,15,24413,1,10+ years
24085,12500,12425,7.49%,36 months,14.07%,RENT,8237.5,15,13261,0,6 years
34551,10500,10500,6.62%,36 months,16.26%,MORTGAGE,4853.33,9,2816,1,3 years
76797,32550,32550,6.62%,36 months,8.52%,MORTGAGE,9166.67,9,2670,0,10+ years
103622,6000,6000,17.19%,60 months,17.80%,MORTGAGE,13625,10,26688,4,10+ years
79725,20000,20000,18.49%,36 months,12.83%,MORTGAGE,13583.33,17,30679,1,< 1 year
69741,6000,6000,13.11%,36 months,4.53%,RENT,2625,5,4299,1,10+ years
72641,14000,14000,14.09%,36 months,27.50%,RENT,9166.67,17,18813,3,8 years
97275,16000,16000,13.11%,36 months,17.61%,MORTGAGE,6083.33,13,15148,0,2 years
85509,7000,7000,10.16%,36 months,24.01%,MORTGAGE,10250,15,43306,0,2 years
90826,13000,13000,14.09%,36 months,16.09%,RENT,3250,6,6930,0,2 years
13809,9500,9475,15.95%,60 months,24.88%,RENT,6000,6,14621,2,10+ years
22090,33500,33450,17.14%,60 months,14.70%,MORTGAGE,13863.42,12,27874,0,10+ years
43071,12000,12000,12.42%,36 months,13.99%,MORTGAGE,2916.67,10,13576,0,5 years
8051,25000,17250,14.59%,36 months,24.64%,RENT,8750,11,20798,1,< 1 year
27415,35000,32117,16.89%,60 months,16.84%,RENT,5416.67,5,39934,0,1 year
82746,8000,8000,15.80%,36 months,10.76%,MORTGAGE,4583.33,13,4084,3,2 years
95522,17475,17450,12.12%,36 months,14.82%,MORTGAGE,4500,10,12588,0,10+ years
70785,8875,8875,13.11%,36 months,30.46%,OWN,2166.67,9,6797,1,2 years
47887,12100,12100,13.67%,36 months,12.85%,RENT,5000,8,12026,0,4 years
39996,8000,8000,12.42%,36 months,9.73%,RENT,3750,8,16212,2,6 years
53930,10000,10000,15.81%,36 months,20.89%,RENT,5541.67,14,10443,1,9 years
44836,10000,10000,18.55%,36 months,6.24%,RENT,5416.67,8,9783,2,3 years
38774,18000,17994.46,9.91%,36 months,11.85%,MORTGAGE,3333.33,13,10416,2,5 years
77919,19600,19575,16.29%,36 months,29.38%,RENT,4166.67,17,22053,1,3 years
16680,16000,16000,12.98%,36 months,15.86%,MORTGAGE,3600,9,26357,2,3 years
9618,24000,21963.64,10.99%,36 months,19.27%,MORTGAGE,12500,11,45989,0,10+ years
88332,28000,28000,7.62%,36 months,19.21%,MORTGAGE,14166.67,10,49026,0,10+ years
97264,25000,25000,15.80%,60 months,24.04%,OWN,7750,10,20215,5,2 years
67349,1625,1625,15.31%,36 months,4.32%,OWN,1666.67,3,1759,4,3 years
104166,8000,8000,14.83%,60 months,6.29%,MORTGAGE,4833.33,8,9676,4,6 years
75525,17500,17475,14.09%,36 months,34.88%,RENT,3750,6,18485,0,1 year
78827,6000,6000,13.11%,36 months,16.75%,MORTGAGE,4166.67,9,4500,0,< 1 year
83373,6000,6000,7.90%,36 months,33.64%,RENT,4116.67,16,33746,0,1 year
73881,20375,20375,14.09%,60 months,22.67%,MORTGAGE,5416.67,17,20980,2,10+ years
92954,16200,16200,8.90%,36 months,22.76%,MORTGAGE,4666.67,8,15503,0,7 years
94839,10000,10000,11.14%,36 months,19.61%,RENT,3916.67,9,6395,1,2 years
14108,25000,24975,14.84%,36 months,15.88%,RENT,7250,6,10770,2,10+ years
50756,24000,24000,12.12%,36 months,22.66%,RENT,8750,12,29683,0,9 years
102226,7200,5675,14.82%,36 months,9.67%,RENT,4500,7,6572,1,6 years
98972,9000,9000,15.80%,36 months,22.65%,MORTGAGE,3250,9,16480,0,3 years
83422,30000,30000,22.47%,60 months,20.07%,MORTGAGE,7916.67,9,4202,3,n/a
20772,1675,1675,11.11%,36 months,4.81%,RENT,2080,4,1466,0,3 years
33500,13000,12875,11.71%,36 months,16.20%,RENT,6932.92,21,27852,0,9 years
84001,9000,9000,13.11%,36 months,23.88%,MORTGAGE,4229.17,11,7496,0,1 year
101612,3000,2275,13.75%,36 months,2.38%,OWN,588.5,4,469,0,8 years
71751,12000,12000,15.31%,36 months,32.91%,RENT,5500,21,13559,1,3 years
60832,7200,7200,7.90%,36 months,21.74%,RENT,4300,7,33189,0,10+ years
83786,6000,6000,15.80%,36 months,7.94%,RENT,5000,7,14784,1,10+ years
15383,23000,21457.14,6.91%,60 months,12.39%,MORTGAGE,4583.33,6,17695,2,4 years
20433,10000,10000,9.63%,36 months,17.96%,RENT,7500,8,52045,0,10+ years
694,10000,8175.26,8.63%,36 months,5.91%,MORTGAGE,7500,16,18343,0,7 years
40081,5375,5375,11.71%,36 months,28.75%,MORTGAGE,2166.67,5,15475,1,8 years
103708,4800,4800,7.88%,36 months,23.95%,MORTGAGE,3750,19,114509,0,n/a
10264,15200,6800,15.58%,60 months,19.22%,MORTGAGE,12083.33,20,19712,2,2 years
9928,15000,14775,10.25%,36 months,5.72%,MORTGAGE,9166.67,13,14887,0,5 years
94795,9600,9600,11.14%,36 months,20.58%,MORTGAGE,3833.33,9,44403,1,5 years
51394,10000,10000,6.62%,36 months,3.16%,RENT,13166.67,13,5643,0,2 years
38378,6000,6000,15.96%,36 months,24.85%,MORTGAGE,3264,13,6347,1,10+ years
87148,6625,6600,11.14%,36 months,10.12%,OWN,1916.67,10,5449,0,n/a
6045,24250,23985.41,12.18%,36 months,17.65%,MORTGAGE,8910.42,16,81940,0,10+ years
102308,5000,4446.5,11.97%,36 months,20.76%,RENT,2500,14,14536,4,3 years
62160,3000,3000,17.27%,36 months,22.87%,RENT,2750,9,7648,3,4 years
23686,1500,1500,13.06%,36 months,20.82%,MORTGAGE,7083.33,8,4665,1,6 years
24517,6000,6000,13.49%,60 months,14.34%,RENT,3458,6,2072,0,10+ years
77673,18625,18625,19.72%,60 months,22.98%,RENT,4000,15,26050,2,9 years
2987,7000,6775,9.32%,36 months,8.34%,RENT,5000,6,3337,1,< 1 year
72764,25000,25000,14.09%,36 months,19.13%,RENT,6083.33,19,14666,0,10+ years
40357,15000,15000,15.27%,36 months,15.58%,RENT,6666.67,11,23226,1,2 years
73060,12000,12000,6.62%,36 months,13.88%,MORTGAGE,7125,15,20639,1,5 years
74445,6900,6900,7.90%,36 months,14.18%,OWN,2750,14,4087,0,6 years
26087,10000,10000,10.59%,36 months,9.68%,OWN,8333.33,5,35968,1,10+ years
70412,3200,3200,10.16%,36 months,16.17%,MORTGAGE,3750,9,4283,1,6 years
40753,12000,12000,15.27%,36 months,16.46%,OWN,2516.67,9,2174,2,5 years
15197,25000,15675,10.36%,60 months,16.26%,MORTGAGE,3333.33,6,22713,1,10+ years
85461,8500,8500,10.16%,36 months,11.23%,MORTGAGE,6091.83,18,10568,0,3 years
89473,6800,6800,15.80%,36 months,15.43%,RENT,2708.33,5,2964,0,1 year
89683,16000,15925,6.03%,36 months,14.48%,MORTGAGE,7333.33,11,71838,1,10+ years
80198,10000,10000,13.11%,36 months,29.13%,MORTGAGE,8750,13,11125,2,< 1 year
102503,3600,0,13.24%,36 months,9.14%,RENT,6290,7,3453,0,< 1 year
59807,10000,10000,15.31%,36 months,14.61%,RENT,3750,18,13051,1,5 years
26877,4000,4000,15.23%,36 months,10.73%,RENT,2916.67,6,1651,1,6 years
81422,20000,20000,18.75%,36 months,17.36%,RENT,8333.33,9,31870,2,< 1 year
86201,20000,20000,13.11%,36 months,14.87%,RENT,14166.67,17,34115,0,3 years
6611,25000,24798.43,12.87%,36 months,18.81%,RENT,6666.67,13,31890,1,1 year
14851,19000,18725,10.75%,60 months,6.19%,MORTGAGE,7500,12,1142,1,8 years
94183,8000,8000,18.49%,36 months,23.37%,OWN,5000,17,18248,1,10+ years
31200,28000,28000,15.62%,36 months,5.70%,MORTGAGE,6250,6,11923,1,3 years
20467,10000,9924.07,7.29%,36 months,4.70%,RENT,6083.33,10,7337,1,3 years
4587,11200,11150,13.92%,36 months,18.07%,MORTGAGE,2773.33,6,6720,3,5 years
60833,6000,6000,12.12%,36 months,30.82%,MORTGAGE,4166.67,8,13250,1,n/a
55180,9175,9175,13.67%,36 months,19.43%,MORTGAGE,7083.33,8,25639,0,8 years
8626,10000,9850,10.99%,36 months,19.23%,MORTGAGE,9150,16,43256,2,10+ years
56446,17000,17000,9.76%,36 months,23.60%,RENT,5416.67,16,5992,4,10+ years
64339,15000,15000,14.33%,36 months,27.25%,MORTGAGE,7500,13,27872,0,10+ years
76078,30000,30000,22.95%,60 months,30.56%,RENT,7500,12,29756,0,10+ years
71268,5000,5000,7.90%,36 months,21.82%,MORTGAGE,4166.67,8,15502,1,n/a
77240,7625,7625,18.49%,36 months,15.79%,RENT,3166.67,4,8030,0,5 years
74320,8525,8525,10.16%,36 months,26.14%,MORTGAGE,4583.33,8,31398,0,10+ years
66454,10000,9975,14.33%,36 months,13%,MORTGAGE,3625,10,8464,2,< 1 year
96413,10375,10375,19.72%,36 months,4.99%,RENT,4166.67,9,6122,1,5 years
38492,20000,19950,10.65%,60 months,24.02%,OWN,5200,11,15709,0,10+ years
47745,6000,6000,7.90%,36 months,20.13%,MORTGAGE,7750,16,7533,1,8 years
69983,2000,2000,7.62%,36 months,24.69%,MORTGAGE,4333.33,10,2792,4,10+ years
44282,23850,23820.25,21.48%,60 months,18.75%,MORTGAGE,4250,23,37251,0,4 years
25600,12000,12000,19.69%,60 months,16.23%,RENT,3376,12,8437,1,4 years
13609,17500,17500,13.23%,60 months,23.03%,RENT,3500,6,17734,0,< 1 year
68821,11500,11475,11.14%,36 months,28.25%,RENT,2750,6,9079,0,5 years
3508,2000,2000,16.00%,36 months,2.55%,RENT,2000,8,0,0,< 1 year
101596,5000,4525,7.43%,36 months,1%,NONE,NA,NA,NA,NA,< 1 year
45453,20000,19975,22.78%,60 months,24.42%,MORTGAGE,5666.67,15,18451,0,7 years
24980,10000,10000,13.99%,36 months,18.14%,RENT,4166.67,9,10545,1,3 years
80904,12000,12000,15.31%,36 months,21.83%,RENT,6416.67,20,11583,2,2 years
47958,14000,14000,6.62%,36 months,28.82%,RENT,4250,16,1850,1,8 years
83906,19400,19400,14.33%,36 months,16.15%,MORTGAGE,4583.33,12,12434,0,7 years
22718,3300,3300,10.37%,36 months,5.47%,RENT,3125,8,2623,0,7 years
82406,16450,16450,11.14%,36 months,7.57%,RENT,7500,5,2928,0,1 year
47896,26500,26450,18.25%,60 months,3.67%,RENT,4416.67,3,7628,1,3 years
39867,10000,10000,11.71%,36 months,13.41%,RENT,5800,9,4214,0,3 years
71136,14500,14500,14.09%,36 months,27.78%,MORTGAGE,6250,9,46129,0,10+ years
19548,4000,4000,10.74%,36 months,1.97%,RENT,2900,13,1869,1,n/a
1677,8000,3862.32,12.21%,36 months,13.29%,MORTGAGE,12500,10,93265,1,10+ years
27623,8000,8000,10.99%,36 months,17.12%,RENT,2500,13,7027,1,3 years
22510,2500,2500,10.37%,36 months,24.30%,RENT,2000,10,1523,0,2 years
2746,4200,3969.9,14.11%,36 months,4.62%,MORTGAGE,1558.42,6,2255,1,< 1 year
39468,8250,8086.75,15.96%,60 months,15.60%,MORTGAGE,2917,13,4479,1,2 years
87150,21700,21700,15.31%,36 months,13.93%,MORTGAGE,5147.17,6,8795,2,n/a
50602,10000,10000,6.03%,36 months,24.66%,MORTGAGE,2940.25,8,5904,0,10+ years
28574,5000,5000,7.49%,36 months,16.45%,MORTGAGE,18750,10,129071,0,10+ years
56604,12800,12800,14.65%,36 months,17.76%,RENT,10000,13,5792,1,10+ years
85644,10000,10000,10.16%,36 months,9.30%,MORTGAGE,3333.33,8,8940,2,n/a
44394,35000,34975,8.90%,36 months,17.90%,OWN,8750,8,31600,3,< 1 year
101205,32000,32000,23.76%,60 months,8.14%,MORTGAGE,16666.67,5,50330,2,8 years
103405,10000,9975,14.96%,36 months,11.50%,MORTGAGE,5250,4,3035,5,2 years
22315,7000,6875,10.00%,36 months,1.68%,RENT,2375,3,922,0,< 1 year
98029,3200,3200,17.27%,36 months,8.36%,MORTGAGE,2500,7,6619,1,3 years
65113,6500,6500,8.90%,36 months,31.45%,MORTGAGE,6000,14,61865,2,< 1 year
60512,20000,20000,14.33%,60 months,15.68%,RENT,7083.33,8,17270,0,5 years
87571,12000,12000,12.12%,36 months,9.70%,MORTGAGE,11166.67,11,19643,1,3 years
98428,12000,12000,20.49%,36 months,28.84%,RENT,3980.33,12,19234,2,5 years
29116,8400,8400,10.99%,36 months,24.85%,MORTGAGE,7583,9,342,0,< 1 year
43487,5500,5500,12.69%,36 months,19.33%,RENT,1800,6,12567,0,4 years
46458,14100,14100,18.55%,36 months,22.70%,OWN,3000,7,12114,1,10+ years
92038,22750,22750,22.47%,60 months,29.03%,OWN,4333.33,15,11567,1,1 year
63651,4500,4500,11.14%,36 months,9.73%,RENT,2916.67,13,4265,0,4 years
94514,12000,12000,7.62%,36 months,15.10%,RENT,5666.67,7,12094,0,10+ years
34282,30000,29975,18.64%,60 months,4.47%,MORTGAGE,5833.33,7,9249,0,7 years
66425,16000,16000,21.49%,60 months,25.76%,MORTGAGE,5000,14,10881,0,5 years
69300,6250,6250,7.90%,36 months,8.45%,RENT,1916.67,6,3295,0,1 year
24038,9250,9250,18.79%,60 months,19.27%,MORTGAGE,4448,9,22704,0,10+ years
22259,10000,10000,12.68%,36 months,13.96%,RENT,2500,6,10481,1,< 1 year
85686,10000,10000,14.09%,36 months,14.76%,RENT,5000,7,4762,0,4 years
84476,19000,19000,15.31%,60 months,27.65%,RENT,3617.21,8,25692,0,3 years
101515,3500,225,10.28%,36 months,10%,RENT,15000,NA,NA,NA,< 1 year
71766,3000,2975,8.90%,36 months,32%,RENT,1000,7,9730,0,n/a
59277,2500,2500,14.65%,36 months,23.58%,OWN,5130.42,13,5942,2,4 years
